,MATH_TERM_precision,MATH_TERM_recall,MATH_TERM_f1-score,MATH_TERM_support,micro avg_precision,micro avg_recall,micro avg_f1-score,micro avg_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,trainset_size,model
0,0.0,0.0,0.0,2729,0.0,0.0,0.0,2729,0.0,0.0,0.0,2729,0.0,0.0,0.0,2729,64,InriaValda/cc_math_roberta_ep10
1,0.0,0.0,0.0,2729,0.0,0.0,0.0,2729,0.0,0.0,0.0,2729,0.0,0.0,0.0,2729,128,InriaValda/cc_math_roberta_ep10
2,0.0,0.0,0.0,2729,0.0,0.0,0.0,2729,0.0,0.0,0.0,2729,0.0,0.0,0.0,2729,256,InriaValda/cc_math_roberta_ep10
3,0.3006148941015714,0.4836936606815683,0.3707865168539326,2729,0.3006148941015714,0.4836936606815683,0.3707865168539326,2729,0.3006148941015714,0.4836936606815683,0.3707865168539326,2729,0.3006148941015714,0.4836936606815683,0.3707865168539326,2729,512,InriaValda/cc_math_roberta_ep10
4,0.48990933021351274,0.6137779406375962,0.5448926480156148,2729,0.48990933021351274,0.6137779406375962,0.5448926480156148,2729,0.48990933021351274,0.6137779406375962,0.5448926480156148,2729,0.4899093302135128,0.6137779406375962,0.5448926480156148,2729,1024,InriaValda/cc_math_roberta_ep10
5,0.6771406127258445,0.6317332356174423,0.653649289099526,2729,0.6771406127258445,0.6317332356174423,0.653649289099526,2729,0.6771406127258445,0.6317332356174423,0.653649289099526,2729,0.6771406127258445,0.6317332356174423,0.653649289099526,2729,2048,InriaValda/cc_math_roberta_ep10
6,0.6977138018628282,0.6038842066691096,0.6474170104105285,2729,0.6977138018628282,0.6038842066691096,0.6474170104105285,2729,0.6977138018628282,0.6038842066691096,0.6474170104105285,2729,0.6977138018628282,0.6038842066691096,0.6474170104105285,2729,4096,InriaValda/cc_math_roberta_ep10
7,0.6686494051784465,0.7002565042139978,0.6840880615715053,2729,0.6686494051784465,0.7002565042139978,0.6840880615715053,2729,0.6686494051784465,0.7002565042139978,0.6840880615715053,2729,0.6686494051784465,0.7002565042139978,0.6840880615715053,2729,8192,InriaValda/cc_math_roberta_ep10
