MATH_TERM_precision,MATH_TERM_recall,MATH_TERM_f1-score,MATH_TERM_support,micro avg_precision,micro avg_recall,micro avg_f1-score,micro avg_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,trainset_size,model,trainset_num
0.5745498199279712,0.6660172557751183,0.616911575148234,3593,0.5745498199279712,0.6660172557751183,0.616911575148234,3593,0.5745498199279712,0.6660172557751183,0.616911575148234,3593,0.5745498199279712,0.6660172557751183,0.6169115751482341,3593,1024,roberta-base,1
0.6647286821705426,0.5727804063456722,0.6153386156376139,3593,0.6647286821705426,0.5727804063456722,0.6153386156376139,3593,0.6647286821705426,0.5727804063456722,0.6153386156376139,3593,0.6647286821705426,0.5727804063456722,0.6153386156376139,3593,1024,roberta-base,2
0.6928530913216109,0.679933203451155,0.6863323500491643,3593,0.6928530913216109,0.679933203451155,0.6863323500491643,3593,0.6928530913216109,0.679933203451155,0.6863323500491643,3593,0.6928530913216109,0.679933203451155,0.6863323500491643,3593,2048,roberta-base,1
0.7225308641975309,0.6515446701920401,0.6852041563003073,3593,0.7225308641975309,0.6515446701920401,0.6852041563003073,3593,0.7225308641975309,0.6515446701920401,0.6852041563003073,3593,0.7225308641975308,0.6515446701920401,0.6852041563003073,3593,2048,roberta-base,2
0.5745321574532157,0.7433899248538826,0.6481436544528028,3593,0.5745321574532157,0.7433899248538826,0.6481436544528028,3593,0.5745321574532157,0.7433899248538826,0.6481436544528028,3593,0.5745321574532157,0.7433899248538826,0.6481436544528028,3593,2048,roberta-base,3
0.6286192869107442,0.7311438908989703,0.6760164693772516,3593,0.6286192869107442,0.7311438908989703,0.6760164693772516,3593,0.6286192869107442,0.7311438908989703,0.6760164693772516,3593,0.6286192869107443,0.7311438908989703,0.6760164693772515,3593,2048,roberta-base,4
0.6796808207466515,0.6637907041469524,0.6716417910447762,3593,0.6796808207466515,0.6637907041469524,0.6716417910447762,3593,0.6796808207466515,0.6637907041469524,0.6716417910447762,3593,0.6796808207466515,0.6637907041469524,0.6716417910447762,3593,2048,roberta-base,5
0.6501860712387029,0.6807681603117173,0.66512576478586,3593,0.6501860712387029,0.6807681603117173,0.66512576478586,3593,0.6501860712387029,0.6807681603117173,0.66512576478586,3593,0.6501860712387029,0.6807681603117173,0.66512576478586,3593,2048,roberta-base,6
0.7079594790159189,0.6807681603117173,0.6940976163450624,3593,0.7079594790159189,0.6807681603117173,0.6940976163450624,3593,0.7079594790159189,0.6807681603117173,0.6940976163450624,3593,0.7079594790159189,0.6807681603117173,0.6940976163450624,3593,2048,roberta-base,7
0.6479318734793187,0.7411633732257167,0.6914189276905103,3593,0.6479318734793187,0.7411633732257167,0.6914189276905103,3593,0.6479318734793187,0.7411633732257167,0.6914189276905103,3593,0.6479318734793187,0.7411633732257167,0.6914189276905103,3593,2048,roberta-base,8
0.6270705158542357,0.7375452268299472,0.6778360404143753,3593,0.6270705158542357,0.7375452268299472,0.6778360404143753,3593,0.6270705158542357,0.7375452268299472,0.6778360404143753,3593,0.6270705158542357,0.7375452268299472,0.6778360404143753,3593,2048,roberta-base,9
