,MATH_TERM_precision,MATH_TERM_recall,MATH_TERM_f1-score,MATH_TERM_support,micro avg_precision,micro avg_recall,micro avg_f1-score,micro avg_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,trainset_size,model
0,0.5713429256594724,0.7022844509948416,0.6300826446280992,2714,0.5713429256594724,0.7022844509948416,0.6300826446280992,2714,0.5713429256594724,0.7022844509948416,0.6300826446280992,2714,0.5713429256594724,0.7022844509948416,0.6300826446280992,2714,2048,InriaValda/cc_math_roberta_ep10
