MATH_TERM_precision,MATH_TERM_recall,MATH_TERM_f1-score,MATH_TERM_support,micro avg_precision,micro avg_recall,micro avg_f1-score,micro avg_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,trainset_size,model,trainset_num
0.6087591240875913,0.6145910095799558,0.6116611661166117,2714,0.6087591240875913,0.6145910095799558,0.6116611661166117,2714,0.6087591240875913,0.6145910095799558,0.6116611661166117,2714,0.6087591240875913,0.6145910095799558,0.6116611661166117,2714,2048,InriaValda/cc_math_roberta_ep10,1
0.6510828463389481,0.6978629329403095,0.6736617463987196,2714,0.6510828463389481,0.6978629329403095,0.6736617463987196,2714,0.6510828463389481,0.6978629329403095,0.6736617463987196,2714,0.6510828463389481,0.6978629329403095,0.6736617463987196,2714,2048,InriaValda/cc_math_roberta_ep10,2
0.657601977750309,0.5880619012527635,0.6208908772612333,2714,0.657601977750309,0.5880619012527635,0.6208908772612333,2714,0.657601977750309,0.5880619012527635,0.6208908772612333,2714,0.657601977750309,0.5880619012527635,0.6208908772612333,2714,2048,InriaValda/cc_math_roberta_ep10,3
0.6447511805303305,0.6540162122328667,0.6493506493506493,2714,0.6447511805303305,0.6540162122328667,0.6493506493506493,2714,0.6447511805303305,0.6540162122328667,0.6493506493506493,2714,0.6447511805303305,0.6540162122328667,0.6493506493506493,2714,2048,InriaValda/cc_math_roberta_ep10,4
0.639218422889044,0.6750184229918939,0.6566308243727598,2714,0.639218422889044,0.6750184229918939,0.6566308243727598,2714,0.639218422889044,0.6750184229918939,0.6566308243727598,2714,0.639218422889044,0.6750184229918939,0.6566308243727598,2714,2048,InriaValda/cc_math_roberta_ep10,5
0.5436982520699172,0.6532792925571113,0.5934728033472804,2714,0.5436982520699172,0.6532792925571113,0.5934728033472804,2714,0.5436982520699172,0.6532792925571113,0.5934728033472804,2714,0.5436982520699172,0.6532792925571113,0.5934728033472804,2714,2048,InriaValda/cc_math_roberta_ep10,6
0.5644266337854501,0.6746499631540163,0.6146357838200739,2714,0.5644266337854501,0.6746499631540163,0.6146357838200739,2714,0.5644266337854501,0.6746499631540163,0.6146357838200739,2714,0.5644266337854501,0.6746499631540163,0.6146357838200739,2714,2048,InriaValda/cc_math_roberta_ep10,7
0.6395134537412459,0.6392778187177598,0.6393956145199927,2714,0.6395134537412459,0.6392778187177598,0.6393956145199927,2714,0.6395134537412459,0.6392778187177598,0.6393956145199927,2714,0.6395134537412459,0.6392778187177598,0.6393956145199927,2714,2048,InriaValda/cc_math_roberta_ep10,8
0.6735966735966736,0.5969049373618276,0.6329361203360031,2714,0.6735966735966736,0.5969049373618276,0.6329361203360031,2714,0.6735966735966736,0.5969049373618276,0.6329361203360031,2714,0.6735966735966736,0.5969049373618276,0.6329361203360031,2714,2048,InriaValda/cc_math_roberta_ep10,9
0.5789139409336297,0.6717022844509949,0.6218659389391096,2714,0.5789139409336297,0.6717022844509949,0.6218659389391096,2714,0.5789139409336297,0.6717022844509949,0.6218659389391096,2714,0.5789139409336297,0.6717022844509949,0.6218659389391096,2714,2048,InriaValda/cc_math_roberta_ep10,10
