MATH_TERM_precision,MATH_TERM_recall,MATH_TERM_f1-score,MATH_TERM_support,micro avg_precision,micro avg_recall,micro avg_f1-score,micro avg_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,trainset_size,model,trainset_num
0.719626168224299,0.7087628865979382,0.714153218326841,2716,0.719626168224299,0.7087628865979382,0.714153218326841,2716,0.719626168224299,0.7087628865979382,0.714153218326841,2716,0.719626168224299,0.7087628865979382,0.714153218326841,2716,2048,allenai/scibert_scivocab_uncased,1
0.655448717948718,0.7529455081001473,0.7008224811514736,2716,0.655448717948718,0.7529455081001473,0.7008224811514736,2716,0.655448717948718,0.7529455081001473,0.7008224811514736,2716,0.655448717948718,0.7529455081001473,0.7008224811514736,2716,2048,allenai/scibert_scivocab_uncased,2
0.674644467568505,0.7161266568483063,0.6947669226647615,2716,0.674644467568505,0.7161266568483063,0.6947669226647615,2716,0.674644467568505,0.7161266568483063,0.6947669226647615,2716,0.674644467568505,0.7161266568483063,0.6947669226647615,2716,2048,allenai/scibert_scivocab_uncased,3
0.6915820029027576,0.7017673048600883,0.6966374269005847,2716,0.6915820029027576,0.7017673048600883,0.6966374269005847,2716,0.6915820029027576,0.7017673048600883,0.6966374269005847,2716,0.6915820029027576,0.7017673048600883,0.6966374269005847,2716,2048,allenai/scibert_scivocab_uncased,4
0.6442612555485099,0.748159057437408,0.6923339011925043,2716,0.6442612555485099,0.748159057437408,0.6923339011925043,2716,0.6442612555485099,0.748159057437408,0.6923339011925043,2716,0.6442612555485099,0.748159057437408,0.6923339011925043,2716,2048,allenai/scibert_scivocab_uncased,5
0.6647554806070827,0.725699558173785,0.6938919204365429,2716,0.6647554806070827,0.725699558173785,0.6938919204365429,2716,0.6647554806070827,0.725699558173785,0.6938919204365429,2716,0.6647554806070827,0.725699558173785,0.6938919204365429,2716,2048,allenai/scibert_scivocab_uncased,6
0.6874533233756535,0.6778350515463918,0.6826103077493512,2716,0.6874533233756535,0.6778350515463918,0.6826103077493512,2716,0.6874533233756535,0.6778350515463918,0.6826103077493512,2716,0.6874533233756535,0.6778350515463918,0.6826103077493512,2716,2048,allenai/scibert_scivocab_uncased,7
0.6931776723823422,0.6995581737849779,0.6963533076782115,2716,0.6931776723823422,0.6995581737849779,0.6963533076782115,2716,0.6931776723823422,0.6995581737849779,0.6963533076782115,2716,0.6931776723823422,0.6995581737849779,0.6963533076782115,2716,2048,allenai/scibert_scivocab_uncased,8
0.7073643410852714,0.6719440353460973,0.6891993957703928,2716,0.7073643410852714,0.6719440353460973,0.6891993957703928,2716,0.7073643410852714,0.6719440353460973,0.6891993957703928,2716,0.7073643410852714,0.6719440353460973,0.6891993957703928,2716,2048,allenai/scibert_scivocab_uncased,9
0.6866593965830607,0.6955081001472754,0.6910554234497897,2716,0.6866593965830607,0.6955081001472754,0.6910554234497897,2716,0.6866593965830607,0.6955081001472754,0.6910554234497897,2716,0.6866593965830607,0.6955081001472754,0.6910554234497897,2716,2048,allenai/scibert_scivocab_uncased,10
