MATH_TERM_precision,MATH_TERM_recall,MATH_TERM_f1-score,MATH_TERM_support,micro avg_precision,micro avg_recall,micro avg_f1-score,micro avg_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,trainset_size,model,trainset_num
0.7286553750432078,0.7761413843888071,0.7516491353182386,2716,0.7286553750432078,0.7761413843888071,0.7516491353182386,2716,0.7286553750432078,0.7761413843888071,0.7516491353182386,2716,0.7286553750432078,0.7761413843888071,0.7516491353182386,2716,10240,allenai/scibert_scivocab_uncased,1
0.7370967741935484,0.6730486008836525,0.7036181678214011,2716,0.7370967741935484,0.6730486008836525,0.7036181678214011,2716,0.7370967741935484,0.6730486008836525,0.7036181678214011,2716,0.7370967741935484,0.6730486008836525,0.7036181678214011,2716,10240,allenai/scibert_scivocab_uncased,2
0.7112262521588947,0.758100147275405,0.733915523079665,2716,0.7112262521588947,0.758100147275405,0.733915523079665,2716,0.7112262521588947,0.758100147275405,0.733915523079665,2716,0.7112262521588947,0.758100147275405,0.733915523079665,2716,10240,allenai/scibert_scivocab_uncased,3
0.7382290934645116,0.7735640648011782,0.7554836389787847,2716,0.7382290934645116,0.7735640648011782,0.7554836389787847,2716,0.7382290934645116,0.7735640648011782,0.7554836389787847,2716,0.7382290934645116,0.7735640648011782,0.7554836389787846,2716,10240,allenai/scibert_scivocab_uncased,4
0.7376521116678597,0.7588365243004418,0.7480943738656989,2716,0.7376521116678597,0.7588365243004418,0.7480943738656989,2716,0.7376521116678597,0.7588365243004418,0.7480943738656989,2716,0.7376521116678597,0.7588365243004418,0.7480943738656989,2716,10240,allenai/scibert_scivocab_uncased,5
0.7169167803547067,0.7739322533136966,0.7443342776203966,2716,0.7169167803547067,0.7739322533136966,0.7443342776203966,2716,0.7169167803547067,0.7739322533136966,0.7443342776203966,2716,0.7169167803547067,0.7739322533136966,0.7443342776203966,2716,10240,allenai/scibert_scivocab_uncased,6
0.7445887445887446,0.759941089837997,0.7521865889212827,2716,0.7445887445887446,0.759941089837997,0.7521865889212827,2716,0.7445887445887446,0.759941089837997,0.7521865889212827,2716,0.7445887445887446,0.759941089837997,0.7521865889212827,2716,10240,allenai/scibert_scivocab_uncased,7
0.7108050847457628,0.7411634756995582,0.7256669069935112,2716,0.7108050847457628,0.7411634756995582,0.7256669069935112,2716,0.7108050847457628,0.7411634756995582,0.7256669069935112,2716,0.7108050847457628,0.7411634756995582,0.7256669069935112,2716,10240,allenai/scibert_scivocab_uncased,8
0.7028457974851092,0.7820324005891016,0.740327640292785,2716,0.7028457974851092,0.7820324005891016,0.740327640292785,2716,0.7028457974851092,0.7820324005891016,0.740327640292785,2716,0.7028457974851092,0.7820324005891016,0.740327640292785,2716,10240,allenai/scibert_scivocab_uncased,9
0.7047285464098073,0.7407952871870398,0.7223119727158499,2716,0.7047285464098073,0.7407952871870398,0.7223119727158499,2716,0.7047285464098073,0.7407952871870398,0.7223119727158499,2716,0.7047285464098073,0.7407952871870398,0.7223119727158499,2716,10240,allenai/scibert_scivocab_uncased,10
