id_without_addr_or_v,dir
0801.0202,0801
0801.3306,0801
0801.3394,0801
0801.3854,0801
0801.0072,0801
0801.0278,0801
0802.2088,0802
0802.2175,0802
0802.2772,0802
0802.2550,0802
0802.2696,0802
0802.2734,0802
0802.2742,0802
0802.2845,0802
0802.2829,0802
0802.2834,0802
0802.2850,0802
0802.2928,0802
0802.2980,0802
0802.3031,0802
0802.1982,0802
0802.3277,0802
0802.2824,0802
0802.1896,0802
0802.1058,0802
0802.1690,0802
0802.3375,0802
0802.0015,0802
0802.0075,0802
0802.0117,0802
0802.0182,0802
0802.0417,0802
0802.0420,0802
0802.0617,0802
0802.1096,0802
0802.1231,0802
0802.1303,0802
0802.1332,0802
0802.1340,0802
0802.1382,0802
0802.1425,0802
0802.1637,0802
0802.1652,0802
0802.1696,0802
0802.3473,0802
0802.1320,0802
0802.3523,0802
0802.3529,0802
0802.3527,0802
0802.3512,0802
0802.3491,0802
0802.2995,0802
0802.2905,0802
0802.2886,0802
0802.2576,0802
0802.2533,0802
0802.2467,0802
0802.2342,0802
0802.2323,0802
0802.2275,0802
0802.1936,0802
0802.1454,0802
0802.3514,0802
0802.0572,0802
0802.3795,0802
0802.3832,0802
0802.1293,0802
0802.4319,0802
0802.3703,0802
0802.3747,0802
0802.3859,0802
0802.3885,0802
0802.3888,0802
0802.4074,0802
0802.4095,0802
0802.4412,0802
0802.4371,0802
0802.4359,0802
0802.4186,0802
0802.4302,0802
0802.4293,0802
0803.2311,0803
0803.2253,0803
0803.0658,0803
0803.0069,0803
0803.0267,0803
0803.0411,0803
0803.0460,0803
0803.0477,0803
0803.0068,0803
0803.0133,0803
0803.0156,0803
0803.0270,0803
0803.2375,0803
0803.2396,0803
0803.2406,0803
0803.2433,0803
0803.4418,0803
0803.4395,0803
0803.4386,0803
0803.4292,0803
0803.4259,0803
0803.4233,0803
0803.4182,0803
0803.4079,0803
0803.3933,0803
0803.3840,0803
0803.3706,0803
0803.3520,0803
0803.0302,0803
0803.3414,0803
0803.3273,0803
0803.3079,0803
0803.2914,0803
0803.2834,0803
0803.2813,0803
0803.2810,0803
0803.2803,0803
0803.2759,0803
0803.2755,0803
0803.0491,0803
0803.2699,0803
0803.2578,0803
0803.3406,0803
0803.0400,0803
0803.2722,0803
0803.0572,0803
0803.2138,0803
0803.2423,0803
0803.2329,0803
0803.2325,0803
0803.2188,0803
0803.2184,0803
0803.2150,0803
0803.2122,0803
0803.2065,0803
0803.1891,0803
0803.1816,0803
0803.1421,0803
0803.2601,0803
0803.1416,0803
0803.1248,0803
0803.1244,0803
0803.1208,0803
0803.1189,0803
0803.1148,0803
0803.1146,0803
0803.1129,0803
0803.0892,0803
0803.0864,0803
0803.0848,0803
0803.0782,0803
0803.0538,0803
0803.1332,0803
0803.2746,0803
0803.2504,0803
0803.2901,0803
0803.2878,0803
0803.0575,0803
0803.0707,0803
0803.1018,0803
0803.1033,0803
0803.1088,0803
0803.1399,0803
0803.1546,0803
0803.1597,0803
0803.1637,0803
0803.1659,0803
0803.1860,0803
0803.2112,0803
0803.1455,0803
0803.4486,0803
0803.2126,0803
0803.3001,0803
0803.3335,0803
0803.3647,0803
0803.3948,0803
0803.3846,0803
0803.4021,0803
0803.4175,0803
0803.4279,0803
0803.4388,0803
0803.3980,0803
0803.3196,0803
0804.3611,0804
0804.3211,0804
0804.3541,0804
0804.3375,0804
0804.3263,0804
0804.2930,0804
0804.3032,0804
0804.3029,0804
0804.2956,0804
0804.2910,0804
0804.2776,0804
0804.3638,0804
0804.3036,0804
0804.3639,0804
0804.4681,0804
0804.3690,0804
0804.4892,0804
0804.4847,0804
0804.4843,0804
0804.2584,0804
0804.4663,0804
0804.4617,0804
0804.3640,0804
0804.4526,0804
0804.4268,0804
0804.4226,0804
0804.4154,0804
0804.4145,0804
0804.4093,0804
0804.3965,0804
0804.4431,0804
0804.2468,0804
0804.1294,0804
0804.2145,0804
0804.0027,0804
0804.0157,0804
0804.0173,0804
0804.0209,0804
0804.0258,0804
0804.0316,0804
0804.0446,0804
0804.0516,0804
0804.0637,0804
0804.0640,0804
0804.0724,0804
0804.0753,0804
0804.0787,0804
0804.0882,0804
0804.0944,0804
0804.0995,0804
0804.1095,0804
0804.1935,0804
0804.1813,0804
0804.1650,0804
0804.1535,0804
0804.1380,0804
0804.1361,0804
0804.2229,0804
0804.1310,0804
0804.1303,0804
0804.1299,0804
0804.1296,0804
0804.1289,0804
0804.1285,0804
0804.1268,0804
0804.1307,0804
0804.0440,0804
0804.4707,0804
0804.0101,0804
0804.2277,0804
0804.2305,0804
0804.2331,0804
0804.2362,0804
0804.2496,0804
0804.3012,0804
0804.3074,0804
0804.3168,0804
0804.3386,0804
0804.3667,0804
0804.3750,0804
0804.3781,0804
0804.3841,0804
0804.2153,0804
0804.3888,0804
0804.4065,0804
0804.4164,0804
0804.4233,0804
0804.4245,0804
0804.4410,0804
0804.4464,0804
0804.4548,0804
0804.4626,0804
0804.4715,0804
0804.4716,0804
0804.4719,0804
0804.4728,0804
0804.4894,0804
0804.4019,0804
0804.2150,0804
0804.4655,0804
0804.2038,0804
0804.2109,0804
0804.0137,0804
0804.0145,0804
0804.0284,0804
0804.0478,0804
0804.0546,0804
0804.0579,0804
0804.0657,0804
0804.0687,0804
0804.0733,0804
0804.0834,0804
0804.0840,0804
0804.0865,0804
0804.0867,0804
0804.0534,0804
0804.1028,0804
0804.0901,0804
0804.1728,0804
0804.1656,0804
0804.1587,0804
0804.1573,0804
0804.1593,0804
0804.1396,0804
0804.1092,0804
0804.1456,0804
0804.1280,0804
0804.1333,0804
0804.1849,0804
0804.1335,0804
0805.2464,0805
0805.2416,0805
0805.2590,0805
0805.2674,0805
0805.2205,0805
0805.2696,0805
0805.2709,0805
0805.2769,0805
0805.2782,0805
0805.2814,0805
0805.2465,0805
0805.4120,0805
0805.3305,0805
0805.3463,0805
0805.3743,0805
0805.3791,0805
0805.4133,0805
0805.4174,0805
0805.4180,0805
0805.2077,0805
0805.4358,0805
0805.4701,0805
0805.3277,0805
0805.1964,0805
0805.1273,0805
0805.1747,0805
0805.4793,0805
0805.0352,0805
0805.0392,0805
0805.0394,0805
0805.0410,0805
0805.0588,0805
0805.0817,0805
0805.1026,0805
0805.1252,0805
0805.1259,0805
0805.1272,0805
0805.1274,0805
0805.1276,0805
0805.1277,0805
0805.1279,0805
0805.1280,0805
0805.1325,0805
0805.1455,0805
0805.1467,0805
0805.1520,0805
0805.1622,0805
0805.1672,0805
0805.1742,0805
0805.1872,0805
0805.4834,0805
0805.0016,0805
0805.2033,0805
0805.2128,0805
0805.2243,0805
0805.2461,0805
0805.2493,0805
0805.2680,0805
0805.2729,0805
0805.2773,0805
0805.2860,0805
0805.2978,0805
0805.3158,0805
0805.2066,0805
0805.3259,0805
0805.3493,0805
0805.3573,0805
0805.3738,0805
0805.3838,0805
0805.4084,0805
0805.4442,0805
0805.4449,0805
0805.4533,0805
0805.4559,0805
0805.4817,0805
0805.3479,0805
0805.2031,0805
0805.0109,0805
0805.1549,0805
0805.0067,0805
0805.0083,0805
0805.0181,0805
0805.0257,0805
0805.0292,0805
0805.0341,0805
0805.0400,0805
0805.0415,0805
0805.0437,0805
0805.1762,0805
0805.0612,0805
0805.0563,0805
0805.0681,0805
0805.1479,0805
0805.0629,0805
0805.1398,0805
0805.1349,0805
0805.1465,0805
0805.1008,0805
0805.0992,0805
0805.0774,0805
0805.0730,0805
0805.1144,0805
0806.0280,0806
0806.4848,0806
0806.4717,0806
0806.0178,0806
0806.0279,0806
0806.4619,0806
0806.0281,0806
0806.0424,0806
0806.2366,0806
0806.2421,0806
0806.2491,0806
0806.2497,0806
0806.2779,0806
0806.2787,0806
0806.2936,0806
0806.3046,0806
0806.3175,0806
0806.3392,0806
0806.3433,0806
0806.2317,0806
0806.3469,0806
0806.3682,0806
0806.3722,0806
0806.3739,0806
0806.3942,0806
0806.4012,0806
0806.4208,0806
0806.4213,0806
0806.4300,0806
0806.4318,0806
0806.4375,0806
0806.4535,0806
0806.3641,0806
0806.2092,0806
0806.2057,0806
0806.2027,0806
0806.0433,0806
0806.0434,0806
0806.0435,0806
0806.0440,0806
0806.0666,0806
0806.0799,0806
0806.0857,0806
0806.0933,0806
0806.0973,0806
0806.1040,0806
0806.1192,0806
0806.1210,0806
0806.1242,0806
0806.1300,0806
0806.1348,0806
0806.1371,0806
0806.1390,0806
0806.1395,0806
0806.1403,0806
0806.1500,0806
0806.1561,0806
0806.1818,0806
0806.1873,0806
0806.1993,0806
0806.2023,0806
0806.0381,0806
0806.4699,0806
0806.4812,0806
0806.3472,0806
0806.3910,0806
0806.3941,0806
0806.3960,0806
0806.4151,0806
0806.4333,0806
0806.4485,0806
0806.4487,0806
0806.4580,0806
0806.4669,0806
0806.4809,0806
0806.1879,0806
0806.4976,0806
0806.1878,0806
0806.1809,0806
0806.1776,0806
0806.1532,0806
0806.1503,0806
0806.3906,0806
0806.3709,0806
0806.3680,0806
0806.3626,0806
0806.2078,0806
0806.2096,0806
0806.2114,0806
0806.2222,0806
0806.2238,0806
0806.2350,0806
0806.2414,0806
0806.2599,0806
0806.1494,0806
0806.2604,0806
0806.3095,0806
0806.3131,0806
0806.3292,0806
0806.3468,0806
0806.1981,0806
0806.3539,0806
0806.3583,0806
0806.3588,0806
0806.2996,0806
0806.2074,0806
0806.1488,0806
0806.1214,0806
0806.0043,0806
0806.0047,0806
0806.0092,0806
0806.0233,0806
0806.0252,0806
0806.1480,0806
0806.0507,0806
0806.0508,0806
0806.0524,0806
0806.0585,0806
0806.0640,0806
0806.0674,0806
0806.0309,0806
0806.0871,0806
0806.0805,0806
0806.1178,0806
0806.1159,0806
0806.1125,0806
0806.1124,0806
0806.1118,0806
0806.2014,0806
0806.1017,0806
0806.1007,0806
0806.0984,0806
0806.0906,0806
0806.0878,0806
0806.1088,0806
0807.1652,0807
0807.1620,0807
0807.1557,0807
0807.1549,0807
0807.1461,0807
0807.1451,0807
0807.0836,0807
0807.0914,0807
0807.0433,0807
0807.0410,0807
0807.0383,0807
0807.1827,0807
0807.1217,0807
0807.0313,0807
0807.4800,0807
0807.1679,0807
0807.2994,0807
0807.3175,0807
0807.3321,0807
0807.3355,0807
0807.3543,0807
0807.3602,0807
0807.3603,0807
0807.3682,0807
0807.3907,0807
0807.3990,0807
0807.2781,0807
0807.4165,0807
0807.4252,0807
0807.4360,0807
0807.4450,0807
0807.4630,0807
0807.4655,0807
0807.5101,0807
0807.4904,0807
0807.4901,0807
0807.4877,0807
0807.4840,0807
0807.4169,0807
0807.4727,0807
0807.2707,0807
0807.2371,0807
0807.0147,0807
0807.0271,0807
0807.0453,0807
0807.0463,0807
0807.0540,0807
0807.0592,0807
0807.0689,0807
0807.0891,0807
0807.0900,0807
0807.1032,0807
0807.2473,0807
0807.1133,0807
0807.1351,0807
0807.1523,0807
0807.1675,0807
